employee_id,monthly_salary,month_year
157,33000,2021-09-01
157,33000,2021-10-01
157,33000,2021-11-01
157,33000,2021-12-01
157,34320,2022-01-01
157,34320,2022-02-01
157,34320,2022-03-01
157,34320,2022-04-01
157,34320,2022-05-01
157,34320,2022-06-01
157,34320,2022-07-01
157,37477,2022-08-01
157,37477,2022-09-01
157,37477,2022-10-01
157,37477,2022-11-01
157,37477,2022-12-01
157,38977,2023-01-01
157,38977,2023-02-01
157,38977,2023-03-01
157,38977,2023-04-01
157,38977,2023-05-01
157,38977,2023-06-01
157,38977,2023-07-01
157,42562,2023-08-01
157,42562,2023-09-01
157,42562,2023-10-01
157,42562,2023-11-01
157,42562,2023-12-01
157,44265,2024-01-01
157,44265,2024-02-01
157,44265,2024-03-01
157,44265,2024-04-01
157,44265,2024-05-01
157,44265,2024-06-01
157,44265,2024-07-01
157,42972,2024-08-01
157,42972,2024-09-01
157,42972,2024-10-01
157,42972,2024-11-01
157,42972,2024-12-01
157,44690,2025-01-01
157,44690,2025-02-01
157,44690,2025-03-01
157,44690,2025-04-01
157,44690,2025-05-01
157,44690,2025-06-01
157,44690,2025-07-01
157,44690,2025-08-01
157,44690,2025-09-01
157,44690,2025-10-01
157,44690,2025-11-01
157,44690,2025-12-01
157,46478,2026-01-01
157,46478,2026-02-01
157,46478,2026-03-01
157,46478,2026-04-01
158,32686,2023-01-01
158,35693,2023-02-01
158,35693,2023-03-01
158,35693,2023-04-01
158,35693,2023-05-01
158,35693,2023-06-01
158,35693,2023-07-01
158,35693,2023-08-01
158,35693,2023-09-01
158,35693,2023-10-01
158,35693,2023-11-01
158,35693,2023-12-01
158,37121,2024-01-01
158,40536,2024-02-01
158,40536,2024-03-01
158,40536,2024-04-01
158,40536,2024-05-01
158,40536,2024-06-01
158,40536,2024-07-01
158,40536,2024-08-01
158,40536,2024-09-01
158,40536,2024-10-01
158,40536,2024-11-01
158,40536,2024-12-01
158,42157,2025-01-01
158,46035,2025-02-01
158,46035,2025-03-01
158,46035,2025-04-01
158,46035,2025-05-01
158,46035,2025-06-01
158,46035,2025-07-01
158,46035,2025-08-01
158,46035,2025-09-01
158,46035,2025-10-01
158,46035,2025-11-01
158,46035,2025-12-01
158,47877,2026-01-01
158,46478,2026-02-01
158,46478,2026-03-01
158,46478,2026-04-01
159,35353,2025-08-01
159,38605,2025-09-01
159,38605,2025-10-01
159,38605,2025-11-01
159,38605,2025-12-01
159,40150,2026-01-01
159,40150,2026-02-01
159,40150,2026-03-01
159,40150,2026-04-01
160,36767,2026-03-01
160,40150,2026-04-01
161,35353,2025-10-01
161,38605,2025-11-01
161,38605,2025-12-01
161,40150,2026-01-01
161,40150,2026-02-01
161,40150,2026-03-01
161,40150,2026-04-01
162,33210,2025-12-01
162,37716,2026-01-01
162,37716,2026-02-01
162,37716,2026-03-01
162,37716,2026-04-01
163,35353,2025-09-01
163,38605,2025-10-01
163,38605,2025-11-01
163,38605,2025-12-01
163,40150,2026-01-01
163,40150,2026-02-01
163,40150,2026-03-01
163,40150,2026-04-01
164,35353,2025-02-01
164,38605,2025-03-01
164,38605,2025-04-01
164,38605,2025-05-01
164,38605,2025-06-01
164,38605,2025-07-01
164,38605,2025-08-01
164,38605,2025-09-01
164,38605,2025-10-01
164,38605,2025-11-01
164,38605,2025-12-01
164,40150,2026-01-01
164,40150,2026-02-01
164,43843,2026-03-01
164,43843,2026-04-01
165,36767,2026-01-01
165,40150,2026-02-01
165,40150,2026-03-01
165,40150,2026-04-01
166,25641,2021-04-01
166,28000,2021-05-01
166,28000,2021-06-01
166,28000,2021-07-01
166,28000,2021-08-01
166,28000,2021-09-01
166,28000,2021-10-01
166,28000,2021-11-01
166,28000,2021-12-01
166,29120,2022-01-01
166,29120,2022-02-01
166,29120,2022-03-01
166,29120,2022-04-01
166,36036,2022-05-01
166,36036,2022-06-01
166,36036,2022-07-01
166,36036,2022-08-01
166,36036,2022-09-01
166,36036,2022-10-01
166,36036,2022-11-01
166,36036,2022-12-01
166,37477,2023-01-01
166,37477,2023-02-01
166,37477,2023-03-01
166,37477,2023-04-01
166,39351,2023-05-01
166,39351,2023-06-01
166,39351,2023-07-01
166,39351,2023-08-01
166,39351,2023-09-01
166,39351,2023-10-01
166,39351,2023-11-01
166,39351,2023-12-01
166,40925,2024-01-01
166,40925,2024-02-01
166,40925,2024-03-01
166,40925,2024-04-01
166,42972,2024-05-01
166,42972,2024-06-01
166,42972,2024-07-01
166,42972,2024-08-01
166,42972,2024-09-01
166,42972,2024-10-01
166,42972,2024-11-01
166,42972,2024-12-01
166,44690,2025-01-01
166,44690,2025-02-01
166,44690,2025-03-01
166,44690,2025-04-01
166,44690,2025-05-01
166,44690,2025-06-01
166,44690,2025-07-01
166,44690,2025-08-01
166,44690,2025-09-01
166,44690,2025-10-01
166,44690,2025-11-01
166,44690,2025-12-01
166,46478,2026-01-01
166,46478,2026-02-01
166,46478,2026-03-01
166,46478,2026-04-01
167,36767,2026-01-01
167,40150,2026-02-01
167,40150,2026-03-01
167,40150,2026-04-01
168,32686,2023-11-01
168,35693,2023-12-01
168,37121,2024-01-01
168,37121,2024-02-01
168,37121,2024-03-01
168,37121,2024-04-01
168,37121,2024-05-01
168,37121,2024-06-01
168,37121,2024-07-01
168,37121,2024-08-01
168,37121,2024-09-01
168,37121,2024-10-01
168,37121,2024-11-01
168,40536,2024-12-01
168,42157,2025-01-01
168,42157,2025-02-01
168,42157,2025-03-01
168,42157,2025-04-01
168,42157,2025-05-01
168,42157,2025-06-01
168,42157,2025-07-01
168,42157,2025-08-01
168,42157,2025-09-01
168,42157,2025-10-01
168,42157,2025-11-01
168,46035,2025-12-01
168,47877,2026-01-01
168,47877,2026-02-01
168,47877,2026-03-01
168,47877,2026-04-01
169,33993,2024-06-01
169,37121,2024-07-01
169,37121,2024-08-01
169,37121,2024-09-01
169,37121,2024-10-01
169,37121,2024-11-01
169,37121,2024-12-01
169,38605,2025-01-01
169,38605,2025-02-01
169,38605,2025-03-01
169,38605,2025-04-01
169,38605,2025-05-01
169,38605,2025-06-01
169,42157,2025-07-01
169,42157,2025-08-01
169,42157,2025-09-01
169,42157,2025-10-01
169,42157,2025-11-01
169,42157,2025-12-01
169,43843,2026-01-01
169,43843,2026-02-01
169,43843,2026-03-01
169,43843,2026-04-01
170,40150,2026-03-01
170,40150,2026-04-01
171,35353,2025-04-01
171,38605,2025-05-01
171,38605,2025-06-01
171,38605,2025-07-01
171,38605,2025-08-01
171,38605,2025-09-01
171,38605,2025-10-01
171,38605,2025-11-01
171,38605,2025-12-01
171,40150,2026-01-01
171,40150,2026-02-01
171,40150,2026-03-01
171,40150,2026-04-01
172,32686,2023-04-01
172,35693,2023-05-01
172,35693,2023-06-01
172,35693,2023-07-01
172,35693,2023-08-01
172,35693,2023-09-01
172,35693,2023-10-01
172,35693,2023-11-01
172,35693,2023-12-01
172,37121,2024-01-01
172,37121,2024-02-01
172,37121,2024-03-01
172,37121,2024-04-01
172,40536,2024-05-01
172,40536,2024-06-01
172,40536,2024-07-01
172,40536,2024-08-01
172,40536,2024-09-01
172,40536,2024-10-01
172,40536,2024-11-01
172,40536,2024-12-01
172,42157,2025-01-01
172,42157,2025-02-01
172,42157,2025-03-01
172,42157,2025-04-01
172,46035,2025-05-01
172,46035,2025-06-01
172,46035,2025-07-01
172,46035,2025-08-01
172,46035,2025-09-01
172,46035,2025-10-01
172,46035,2025-11-01
172,46035,2025-12-01
172,47877,2026-01-01
172,47877,2026-02-01
172,47877,2026-03-01
172,47877,2026-04-01
173,36767,2026-01-01
173,40150,2026-02-01
173,40150,2026-03-01
173,40150,2026-04-01
174,32686,2023-05-01
174,35693,2023-06-01
174,35693,2023-07-01
174,35693,2023-08-01
174,35693,2023-09-01
174,35693,2023-10-01
174,35693,2023-11-01
174,35693,2023-12-01
174,37121,2024-01-01
174,37121,2024-02-01
174,37121,2024-03-01
174,37121,2024-04-01
174,37121,2024-05-01
174,40536,2024-06-01
174,40536,2024-07-01
174,40536,2024-08-01
174,40536,2024-09-01
174,40536,2024-10-01
174,40536,2024-11-01
174,40536,2024-12-01
174,42157,2025-01-01
174,42157,2025-02-01
174,42157,2025-03-01
174,42157,2025-04-01
174,42157,2025-05-01
174,46035,2025-06-01
174,46035,2025-07-01
174,46035,2025-08-01
174,46035,2025-09-01
174,46035,2025-10-01
174,46035,2025-11-01
174,46035,2025-12-01
174,47877,2026-01-01
174,47877,2026-02-01
174,47877,2026-03-01
174,47877,2026-04-01
175,36767,2026-04-01
176,33993,2024-11-01
176,37121,2024-12-01
176,38605,2025-01-01
176,38605,2025-02-01
176,38605,2025-03-01
176,38605,2025-04-01
176,38605,2025-05-01
176,38605,2025-06-01
176,38605,2025-07-01
176,38605,2025-08-01
176,38605,2025-09-01
176,38605,2025-10-01
176,38605,2025-11-01
176,42157,2025-12-01
176,43843,2026-01-01
176,43843,2026-02-01
176,43843,2026-03-01
176,43843,2026-04-01
177,32310,2026-01-01
177,35283,2026-02-01
177,35283,2026-03-01
177,35283,2026-04-01
178,30220,2021-04-01
178,33000,2021-05-01
178,33000,2021-06-01
178,33000,2021-07-01
178,33000,2021-08-01
178,33000,2021-09-01
178,33000,2021-10-01
178,33000,2021-11-01
178,33000,2021-12-01
178,34320,2022-01-01
178,34320,2022-02-01
178,34320,2022-03-01
178,34320,2022-04-01
178,37477,2022-05-01
178,37477,2022-06-01
178,37477,2022-07-01
178,37477,2022-08-01
178,37477,2022-09-01
178,37477,2022-10-01
178,37477,2022-11-01
178,37477,2022-12-01
178,38977,2023-01-01
178,38977,2023-02-01
178,38977,2023-03-01
178,38977,2023-04-01
179,33993,2024-01-01
179,37121,2024-02-01
179,37121,2024-03-01
179,37121,2024-04-01
179,37121,2024-05-01
179,37121,2024-06-01
179,37121,2024-07-01
179,37121,2024-08-01
179,37121,2024-09-01
179,37121,2024-10-01
179,37121,2024-11-01
179,37121,2024-12-01
179,38605,2025-01-01
179,42157,2025-02-01
179,42157,2025-03-01
179,42157,2025-04-01
179,42157,2025-05-01
179,42157,2025-06-01
179,42157,2025-07-01
179,42157,2025-08-01
179,42157,2025-09-01
179,42157,2025-10-01
179,42157,2025-11-01
179,42157,2025-12-01
179,43843,2026-01-01
179,47877,2026-02-01
179,47877,2026-03-01
179,47877,2026-04-01
180,33993,2024-10-01
180,37121,2024-11-01
180,37121,2024-12-01
180,38605,2025-01-01
180,38605,2025-02-01
180,38605,2025-03-01
180,38605,2025-04-01
180,38605,2025-05-01
180,38605,2025-06-01
180,38605,2025-07-01
180,38605,2025-08-01
180,38605,2025-09-01
180,38605,2025-10-01
180,42157,2025-11-01
180,42157,2025-12-01
180,43843,2026-01-01
180,43843,2026-02-01
180,43843,2026-03-01
180,43843,2026-04-01
181,36767,2026-03-01
181,40150,2026-04-01
182,35353,2025-11-01
182,38605,2025-12-01
182,40150,2026-01-01
182,40150,2026-02-01
182,40150,2026-03-01
182,40150,2026-04-01
183,33993,2024-07-01
183,37121,2024-08-01
183,37121,2024-09-01
183,37121,2024-10-01
183,37121,2024-11-01
183,37121,2024-12-01
183,38605,2025-01-01
183,38605,2025-02-01
183,38605,2025-03-01
183,38605,2025-04-01
183,38605,2025-05-01
183,38605,2025-06-01
184,33993,2024-08-01
184,37121,2024-09-01
184,37121,2024-10-01
184,37121,2024-11-01
184,37121,2024-12-01
184,38605,2025-01-01
184,38605,2025-02-01
184,38605,2025-03-01
184,38605,2025-04-01
184,38605,2025-05-01
184,38605,2025-06-01
184,38605,2025-07-01
184,38605,2025-08-01
184,42157,2025-09-01
184,42157,2025-10-01
184,42157,2025-11-01
184,42157,2025-12-01
184,43843,2026-01-01
184,43843,2026-02-01
184,43843,2026-03-01
185,31695,2023-02-01
185,34611,2023-03-01
185,34611,2023-04-01
185,34611,2023-05-01
185,34611,2023-06-01
185,34611,2023-07-01
185,34611,2023-08-01
185,34611,2023-09-01
185,34611,2023-10-01
185,34611,2023-11-01
185,34611,2023-12-01
185,35996,2024-01-01
185,35996,2024-02-01
185,39307,2024-03-01
185,39307,2024-04-01
185,39307,2024-05-01
185,39307,2024-06-01
185,39307,2024-07-01
186,33993,2024-11-01
186,37121,2024-12-01
186,38605,2025-01-01
186,38605,2025-02-01
186,38605,2025-03-01
186,38605,2025-04-01
186,38605,2025-05-01
186,38605,2025-06-01
186,38605,2025-07-01
187,36767,2026-02-01
187,40150,2026-03-01
187,40150,2026-04-01
188,33993,2024-07-01
188,37121,2024-08-01
188,37121,2024-09-01
188,37121,2024-10-01
188,37121,2024-11-01
188,37121,2024-12-01
188,38605,2025-01-01
188,38605,2025-02-01
188,38605,2025-03-01
188,38605,2025-04-01
188,38605,2025-05-01
188,38605,2025-06-01
188,38605,2025-07-01
188,42157,2025-08-01
188,42157,2025-09-01
188,42157,2025-10-01
188,42157,2025-11-01
188,42157,2025-12-01
188,43843,2026-01-01
188,43843,2026-02-01
188,43843,2026-03-01
188,43843,2026-04-01
189,25641,2021-07-01
189,28000,2021-08-01
189,28000,2021-09-01
189,28000,2021-10-01
189,28000,2021-11-01
189,28000,2021-12-01
189,29120,2022-01-01
189,29120,2022-02-01
189,29120,2022-03-01
189,29120,2022-04-01
189,29120,2022-05-01
189,29120,2022-06-01
189,29120,2022-07-01
189,36036,2022-08-01
189,36036,2022-09-01
189,36036,2022-10-01
189,36036,2022-11-01
189,36036,2022-12-01
189,37477,2023-01-01
189,37477,2023-02-01
189,37477,2023-03-01
190,31429,2022-06-01
190,34320,2022-07-01
190,34320,2022-08-01
190,34320,2022-09-01
190,34320,2022-10-01
190,34320,2022-11-01
190,34320,2022-12-01
190,35693,2023-01-01
190,35693,2023-02-01
190,35693,2023-03-01
190,35693,2023-04-01
190,35693,2023-05-01
190,35693,2023-06-01
190,38977,2023-07-01
190,38977,2023-08-01
190,38977,2023-09-01
190,38977,2023-10-01
190,38977,2023-11-01
190,38977,2023-12-01
190,40536,2024-01-01
190,40536,2024-02-01
190,40536,2024-03-01
190,40536,2024-04-01
190,40536,2024-05-01
190,40536,2024-06-01
190,44265,2024-07-01
190,44265,2024-08-01
190,44265,2024-09-01
190,44265,2024-10-01
190,44265,2024-11-01
190,44265,2024-12-01
190,46035,2025-01-01
190,46035,2025-02-01
190,46035,2025-03-01
190,46035,2025-04-01
190,46035,2025-05-01
190,46035,2025-06-01
190,44690,2025-07-01
190,44690,2025-08-01
190,44690,2025-09-01
190,44690,2025-10-01
190,44690,2025-11-01
190,44690,2025-12-01
190,46478,2026-01-01
190,46478,2026-02-01
190,46478,2026-03-01
190,46478,2026-04-01
191,35353,2025-07-01
191,38605,2025-08-01
191,38605,2025-09-01
191,38605,2025-10-01
191,38605,2025-11-01
191,38605,2025-12-01
191,40150,2026-01-01
191,40150,2026-02-01
191,40150,2026-03-01
191,40150,2026-04-01
192,33993,2024-09-01
192,37121,2024-10-01
192,37121,2024-11-01
192,37121,2024-12-01
192,38605,2025-01-01
192,38605,2025-02-01
192,38605,2025-03-01
192,38605,2025-04-01
192,38605,2025-05-01
192,38605,2025-06-01
192,38605,2025-07-01
192,38605,2025-08-01
192,38605,2025-09-01
192,42157,2025-10-01
192,42157,2025-11-01
192,42157,2025-12-01
192,43843,2026-01-01
192,43843,2026-02-01
192,43843,2026-03-01
192,43843,2026-04-01
193,32686,2023-12-01
193,37121,2024-01-01
193,37121,2024-02-01
193,37121,2024-03-01
193,37121,2024-04-01
193,37121,2024-05-01
193,37121,2024-06-01
193,37121,2024-07-01
193,37121,2024-08-01
193,37121,2024-09-01
193,37121,2024-10-01
193,37121,2024-11-01
193,37121,2024-12-01
193,42157,2025-01-01
193,42157,2025-02-01
193,42157,2025-03-01
193,42157,2025-04-01
193,42157,2025-05-01
193,42157,2025-06-01
193,42157,2025-07-01
193,42157,2025-08-01
193,42157,2025-09-01
194,35353,2025-09-01
194,38605,2025-10-01
194,38605,2025-11-01
194,38605,2025-12-01
194,40150,2026-01-01
194,40150,2026-02-01
194,40150,2026-03-01
194,40150,2026-04-01
195,34539,2026-01-01
195,37716,2026-02-01
195,37716,2026-03-01
195,37716,2026-04-01
196,35353,2025-06-01
196,38605,2025-07-01
196,38605,2025-08-01
196,38605,2025-09-01
196,38605,2025-10-01
196,38605,2025-11-01
196,38605,2025-12-01
196,40150,2026-01-01
196,40150,2026-02-01
196,40150,2026-03-01
196,40150,2026-04-01
197,35353,2025-02-01
197,38605,2025-03-01
197,38605,2025-04-01
197,38605,2025-05-01
197,38605,2025-06-01
197,38605,2025-07-01
197,38605,2025-08-01
197,38605,2025-09-01
197,38605,2025-10-01
197,38605,2025-11-01
197,38605,2025-12-01
197,40150,2026-01-01
197,40150,2026-02-01
197,43843,2026-03-01
197,43843,2026-04-01
198,29873,2024-06-01
198,32621,2024-07-01
198,32621,2024-08-01
198,32621,2024-09-01
198,32621,2024-10-01
198,32621,2024-11-01
198,32621,2024-12-01
198,33926,2025-01-01
198,33926,2025-02-01
198,33926,2025-03-01
198,33926,2025-04-01
198,33926,2025-05-01
198,33926,2025-06-01
198,40536,2025-07-01
198,40536,2025-08-01
198,40536,2025-09-01
198,40536,2025-10-01
198,40536,2025-11-01
198,40536,2025-12-01
198,42157,2026-01-01
198,42157,2026-02-01
198,42157,2026-03-01
198,42157,2026-04-01
199,32139,2025-03-01
199,35096,2025-04-01
199,35096,2025-05-01
199,35096,2025-06-01
199,35096,2025-07-01
199,35096,2025-08-01
199,35096,2025-09-01
199,35096,2025-10-01
199,35096,2025-11-01
199,35096,2025-12-01
199,36500,2026-01-01
199,36500,2026-02-01
199,36500,2026-03-01
199,42157,2026-04-01
200,35353,2025-04-01
200,38605,2025-05-01
200,38605,2025-06-01
200,38605,2025-07-01
200,38605,2025-08-01
200,38605,2025-09-01
200,38605,2025-10-01
200,38605,2025-11-01
200,38605,2025-12-01
200,40150,2026-01-01
200,40150,2026-02-01
200,40150,2026-03-01
200,40150,2026-04-01
201,30220,2021-08-01
201,33000,2021-09-01
201,33000,2021-10-01
201,33000,2021-11-01
201,33000,2021-12-01
201,34320,2022-01-01
201,34320,2022-02-01
201,34320,2022-03-01
201,34320,2022-04-01
201,34320,2022-05-01
201,34320,2022-06-01
201,34320,2022-07-01
201,34320,2022-08-01
201,37477,2022-09-01
201,37477,2022-10-01
201,37477,2022-11-01
201,37477,2022-12-01
201,38977,2023-01-01
201,38977,2023-02-01
201,38977,2023-03-01
201,38977,2023-04-01
201,38977,2023-05-01
201,38977,2023-06-01
201,38977,2023-07-01
201,38977,2023-08-01
201,42562,2023-09-01
201,42562,2023-10-01
201,42562,2023-11-01
201,42562,2023-12-01
201,44265,2024-01-01
201,44265,2024-02-01
201,44265,2024-03-01
201,44265,2024-04-01
201,44265,2024-05-01
201,44265,2024-06-01
201,44265,2024-07-01
201,44265,2024-08-01
201,42972,2024-09-01
201,42972,2024-10-01
201,42972,2024-11-01
201,42972,2024-12-01
201,44690,2025-01-01
201,44690,2025-02-01
201,44690,2025-03-01
201,44690,2025-04-01
201,44690,2025-05-01
201,44690,2025-06-01
201,44690,2025-07-01
201,44690,2025-08-01
201,44690,2025-09-01
201,44690,2025-10-01
201,44690,2025-11-01
201,44690,2025-12-01
201,46478,2026-01-01
201,46478,2026-02-01
201,46478,2026-03-01
201,46478,2026-04-01
202,32686,2023-09-01
202,35693,2023-10-01
202,35693,2023-11-01
202,35693,2023-12-01
202,37121,2024-01-01
202,37121,2024-02-01
202,37121,2024-03-01
202,37121,2024-04-01
202,37121,2024-05-01
202,37121,2024-06-01
202,37121,2024-07-01
202,37121,2024-08-01
202,37121,2024-09-01
202,40536,2024-10-01
202,40536,2024-11-01
202,40536,2024-12-01
202,42157,2025-01-01
202,42157,2025-02-01
202,42157,2025-03-01
202,42157,2025-04-01
202,42157,2025-05-01
202,42157,2025-06-01
202,42157,2025-07-01
202,42157,2025-08-01
202,42157,2025-09-01
202,46035,2025-10-01
202,46035,2025-11-01
202,46035,2025-12-01
202,47877,2026-01-01
202,47877,2026-02-01
202,47877,2026-03-01
202,47877,2026-04-01
203,32686,2023-07-01
203,35693,2023-08-01
203,35693,2023-09-01
203,35693,2023-10-01
203,35693,2023-11-01
203,35693,2023-12-01
203,37121,2024-01-01
203,37121,2024-02-01
203,37121,2024-03-01
203,37121,2024-04-01
203,37121,2024-05-01
203,37121,2024-06-01
203,37121,2024-07-01
203,40536,2024-08-01
203,40536,2024-09-01
203,40536,2024-10-01
203,40536,2024-11-01
203,40536,2024-12-01
203,42157,2025-01-01
203,42157,2025-02-01
204,36767,2026-02-01
204,40150,2026-03-01
204,40150,2026-04-01
205,34282,2025-05-01
205,37435,2025-06-01
205,37435,2025-07-01
205,37435,2025-08-01
205,37435,2025-09-01
205,37435,2025-10-01
205,37435,2025-11-01
205,37435,2025-12-01
205,38933,2026-01-01
205,38933,2026-02-01
205,38933,2026-03-01
205,38933,2026-04-01
206,35653,2026-02-01
206,38933,2026-03-01
206,38933,2026-04-01
207,32310,2026-03-01
207,35283,2026-04-01
208,32686,2023-01-01
208,35693,2023-02-01
208,35693,2023-03-01
208,35693,2023-04-01
208,35693,2023-05-01
208,35693,2023-06-01
208,35693,2023-07-01
208,35693,2023-08-01
208,35693,2023-09-01
208,35693,2023-10-01
208,35693,2023-11-01
208,35693,2023-12-01
208,37121,2024-01-01
208,40536,2024-02-01
208,40536,2024-03-01
208,40536,2024-04-01
208,40536,2024-05-01
208,40536,2024-06-01
208,40536,2024-07-01
208,40536,2024-08-01
208,40536,2024-09-01
208,40536,2024-10-01
208,40536,2024-11-01
208,40536,2024-12-01
208,42157,2025-01-01
208,46035,2025-02-01
208,46035,2025-03-01
208,46035,2025-04-01
208,46035,2025-05-01
208,46035,2025-06-01
208,46035,2025-07-01
208,46035,2025-08-01
208,46035,2025-09-01
208,46035,2025-10-01
208,46035,2025-11-01
208,46035,2025-12-01
208,47877,2026-01-01
208,46478,2026-02-01
208,46478,2026-03-01
208,46478,2026-04-01
209,36767,2026-01-01
209,40150,2026-02-01
209,40150,2026-03-01
209,40150,2026-04-01
210,31429,2022-09-01
210,34320,2022-10-01
210,34320,2022-11-01
210,34320,2022-12-01
210,35693,2023-01-01
210,35693,2023-02-01
210,35693,2023-03-01
210,35693,2023-04-01
210,35693,2023-05-01
210,35693,2023-06-01
210,35693,2023-07-01
210,35693,2023-08-01
210,35693,2023-09-01
210,38977,2023-10-01
210,38977,2023-11-01
210,38977,2023-12-01
210,40536,2024-01-01
210,40536,2024-02-01
210,40536,2024-03-01
210,40536,2024-04-01
210,40536,2024-05-01
210,40536,2024-06-01
210,40536,2024-07-01
210,40536,2024-08-01
210,40536,2024-09-01
210,44265,2024-10-01
211,38605,2025-01-01
211,38605,2025-02-01
211,38605,2025-03-01
211,38605,2025-04-01
211,38605,2025-05-01
211,38605,2025-06-01
211,38605,2025-07-01
211,38605,2025-08-01
211,38605,2025-09-01
211,38605,2025-10-01
211,38605,2025-11-01
211,38605,2025-12-01
211,43843,2026-01-01
211,43843,2026-02-01
211,43843,2026-03-01
211,43843,2026-04-01
212,32686,2023-12-01
212,37121,2024-01-01
212,37121,2024-02-01
212,37121,2024-03-01
212,37121,2024-04-01
212,37121,2024-05-01
212,37121,2024-06-01
212,37121,2024-07-01
212,37121,2024-08-01
212,37121,2024-09-01
212,37121,2024-10-01
212,37121,2024-11-01
212,37121,2024-12-01
212,42157,2025-01-01
212,42157,2025-02-01
212,42157,2025-03-01
212,42157,2025-04-01
212,42157,2025-05-01
212,42157,2025-06-01
212,42157,2025-07-01
212,42157,2025-08-01
212,42157,2025-09-01
212,42157,2025-10-01
212,42157,2025-11-01
212,42157,2025-12-01
212,47877,2026-01-01
212,47877,2026-02-01
212,47877,2026-03-01
212,47877,2026-04-01
214,33993,2024-01-01
214,37121,2024-02-01
214,37121,2024-03-01
214,37121,2024-04-01
214,37121,2024-05-01
214,37121,2024-06-01
214,37121,2024-07-01
214,37121,2024-08-01
214,37121,2024-09-01
214,37121,2024-10-01
214,37121,2024-11-01
214,37121,2024-12-01
214,38605,2025-01-01
214,42157,2025-02-01
214,42157,2025-03-01
214,42157,2025-04-01
214,42157,2025-05-01
214,42157,2025-06-01
214,42157,2025-07-01
214,42157,2025-08-01
214,42157,2025-09-01
214,42157,2025-10-01
214,42157,2025-11-01
214,42157,2025-12-01
214,43843,2026-01-01
214,47877,2026-02-01
214,47877,2026-03-01
214,47877,2026-04-01
215,35353,2025-03-01
215,38605,2025-04-01
215,38605,2025-05-01
215,38605,2025-06-01
215,38605,2025-07-01
215,38605,2025-08-01
215,38605,2025-09-01
215,38605,2025-10-01
215,38605,2025-11-01
215,38605,2025-12-01
215,40150,2026-01-01
215,40150,2026-02-01
215,40150,2026-03-01
215,43843,2026-04-01
216,30903,2024-08-01
216,33746,2024-09-01
216,33746,2024-10-01
216,33746,2024-11-01
216,33746,2024-12-01
216,35096,2025-01-01
216,35096,2025-02-01
216,35096,2025-03-01
216,35096,2025-04-01
216,35096,2025-05-01
216,35096,2025-06-01
216,35096,2025-07-01
216,35096,2025-08-01
216,40536,2025-09-01
216,40536,2025-10-01
216,40536,2025-11-01
216,40536,2025-12-01
216,42157,2026-01-01
216,42157,2026-02-01
216,42157,2026-03-01
216,42157,2026-04-01
217,35353,2025-06-01
217,38605,2025-07-01
217,38605,2025-08-01
217,38605,2025-09-01
217,38605,2025-10-01
217,38605,2025-11-01
217,38605,2025-12-01
217,40150,2026-01-01
217,40150,2026-02-01
217,40150,2026-03-01
217,40150,2026-04-01
218,32686,2023-06-01
218,35693,2023-07-01
218,35693,2023-08-01
218,35693,2023-09-01
218,35693,2023-10-01
218,35693,2023-11-01
218,35693,2023-12-01
218,37121,2024-01-01
218,37121,2024-02-01
218,37121,2024-03-01
218,37121,2024-04-01
218,37121,2024-05-01
218,37121,2024-06-01
218,40536,2024-07-01
218,40536,2024-08-01
218,40536,2024-09-01
218,40536,2024-10-01
219,35353,2025-05-01
219,38605,2025-06-01
219,38605,2025-07-01
219,38605,2025-08-01
219,38605,2025-09-01
219,38605,2025-10-01
219,38605,2025-11-01
219,38605,2025-12-01
219,40150,2026-01-01
219,40150,2026-02-01
219,40150,2026-03-01
219,40150,2026-04-01
220,35353,2025-10-01
220,38605,2025-11-01
220,38605,2025-12-01
220,40150,2026-01-01
220,40150,2026-02-01
220,40150,2026-03-01
220,40150,2026-04-01
221,35353,2025-03-01
221,38605,2025-04-01
221,38605,2025-05-01
221,38605,2025-06-01
221,38605,2025-07-01
221,38605,2025-08-01
221,38605,2025-09-01
221,38605,2025-10-01
221,38605,2025-11-01
221,38605,2025-12-01
221,40150,2026-01-01
221,40150,2026-02-01
221,40150,2026-03-01
221,43843,2026-04-01
222,32686,2023-02-01
222,35693,2023-03-01
222,35693,2023-04-01
222,35693,2023-05-01
222,35693,2023-06-01
222,35693,2023-07-01
222,35693,2023-08-01
222,35693,2023-09-01
222,35693,2023-10-01
222,35693,2023-11-01
222,35693,2023-12-01
222,37121,2024-01-01
222,37121,2024-02-01
222,40536,2024-03-01
222,40536,2024-04-01
222,40536,2024-05-01
222,40536,2024-06-01
222,40536,2024-07-01
222,40536,2024-08-01
222,40536,2024-09-01
222,40536,2024-10-01
222,40536,2024-11-01
222,40536,2024-12-01
222,42157,2025-01-01
222,42157,2025-02-01
222,46035,2025-03-01
222,46035,2025-04-01
222,46035,2025-05-01
222,46035,2025-06-01
222,46035,2025-07-01
222,46035,2025-08-01
222,46035,2025-09-01
222,46035,2025-10-01
222,46035,2025-11-01
222,46035,2025-12-01
222,47877,2026-01-01
222,47877,2026-02-01
222,46478,2026-03-01
222,46478,2026-04-01
223,29304,2021-03-01
223,32000,2021-04-01
223,32000,2021-05-01
223,32000,2021-06-01
223,32000,2021-07-01
223,32000,2021-08-01
223,32000,2021-09-01
